№ вагона;Собственник вагона;аренда;куда в ремонт;рамы;КП;Ст. отправления;Дорога отпр;Грузоотправитель (факт);Ст. назначения;Дорога назн;Грузополучатель (факт);Ст. операции;Дорога операции;Груз;Вес;№ накладной;Дата отправки вагона;Дата операции;Дата прибытия;Дата прибытия ПЛАН;срок доставки ЭТРАН
59453415;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ГОТНЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";БЕЛОЕ ОЗЕРО;КБШ;"ООО ""БАЛТСЕРВИС""";КОСЯКОВКА;КБШ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ310332;14.05.2019;22.05.2019;;;23.05.2019
53259289;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ОЖЕРЕЛЬЕ;МСК;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Ожерельевский комбикормовый завод""";ОЖЕРЕЛЬЕ;МСК;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;59;27225899;18.05.2019;22.05.2019;21.05.2019;25.05.2019;27.05.2019
55000582;94м3;#N/A;#N/A;#N/A;норм;КАРБЫШЕВО 2;ЗСБ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;57;27144764;01.05.2019;14.05.2019;14.05.2019;13.05.2019;20.05.2019
59948034;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";РЫБИНСК-ТОВАРНЫЙ;СЕВ;"АО ""Ярославский бройлер""";РЫБИНСК-ТОВАРНЫЙ;СЕВ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;57;27215555;16.05.2019;21.05.2019;20.05.2019;25.05.2019;26.05.2019
55000970;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;БОЛОТНАЯ;ЗСБ;ООО «Болотноехлебопродукт»;УЗЛОВАЯ 1;МСК;"ООО ""Узловское ХПП""";ИНСКАЯ;ЗСБ;ПШЕНИЦА;63;ЭЙ680507;21.05.2019;22.05.2019;;;01.06.2019
59946715;94м3;#N/A;#N/A;#N/A;норм;НУЯ;ГОР;"ООО ""БАЛТСЕРВИС""";АРЗАМАС 2;ГОР;;НУЯ;ГОР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ679264;21.05.2019;21.05.2019;;25.05.2019;25.05.2019
55000509;94м3;#N/A;#N/A;#N/A;норм;ПОМАРЫ;ГОР;"ООО ""БАЛТСЕРВИС""";КЛИМКИ;СВР;"ОАО ""СУАЛ"" филиал ""Богословский алюминевый завод-СУАЛ""";КЛИМКИ;СВР;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ819824;02.05.2019;10.05.2019;10.05.2019;09.05.2019;09.05.2019
59947788;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ТАЛОВАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ЗЕРНО БОБОВ;63;27182585;13.05.2019;21.05.2019;21.05.2019;24.05.2019;24.05.2019
53259214;94м3;#N/A;#N/A;#N/A;норм;АЧИНСК 2;КРС;;АЧИНСК 2;КРС;;АЧИНСК 2;КРС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;19.05.2019;;;
53260212;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;АЛЛАГУВАТ;КБШ;ООО «Компания Арсал»;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;57;27183725;08.05.2019;19.05.2019;19.05.2019;21.05.2019;25.05.2019
59452920;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ТАЛОВАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ЗЕРНО БОБОВ;64;27182585;13.05.2019;21.05.2019;21.05.2019;24.05.2019;24.05.2019
59947598;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;БРЯНСК-ВОСТОЧНЫЙ;МСК;"ООО ""БАЛТСЕРВИС""";КЛИМКИ;СВР;"ОАО ""СУАЛ"" филиал ""Богословский алюминевый завод-СУАЛ""";ВЛАДИМИР;ГОР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ089062;19.05.2019;22.05.2019;;;29.05.2019
59946798;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";НУЯ;ГОР;"ООО ""КомбиС""";НУЯ;ГОР;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;56;27208983;15.05.2019;21.05.2019;21.05.2019;25.05.2019;27.05.2019
55000871;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";АРГАЯШ;ЮУР;"ЗАО ""Уралбройлер""";АРГАЯШ;ЮУР;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;54;27196037;13.05.2019;22.05.2019;22.05.2019;26.05.2019;31.05.2019
59946921;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ОТРОЖКА;ЮВС;"ООО ""БАЛТСЕРВИС""";КАРБЫШЕВО 2;ЗСБ;"ООО ""БАЛТСЕРВИС""";КАРБЫШЕВО 1;ЗСБ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ271709;12.05.2019;19.05.2019;;01.06.2019;23.05.2019
59452979;94м3;#N/A;#N/A;#N/A;норм;АРГАЯШ;ЮУР;;АРГАЯШ;ЮУР;;АРГАЯШ;ЮУР;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;53;;;19.05.2019;;23.05.2019;
59948067;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;БЕЛОЕ ОЗЕРО;КБШ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЛУЖСКАЯ;ОКТ;ПШЕНИЦА;70;ЭИ779022;01.05.2019;11.05.2019;;12.05.2019;18.05.2019
53259404;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;АЧИНСК 1;КРС;"Общество с ограниченной ответственностью "" Хозяин""";СМОРГОНЬ;БЕЛ;"ООО ""Белагротерминал""";БЕКАСОВО-СОРТИРОВОЧНОЕ;МСК;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;55;27214874;15.05.2019;22.05.2019;;28.05.2019;08.06.2019
53259180;94м3;#N/A;СТЖ;#N/A;ТОНКОМЕР;ШАПКИ;ОКТ;"ООО ""БАЛТСЕРВИС""";ЧАПЛЫЖНОЕ;ЮВС;"ООО ""БАЛТСЕРВИС""";САНКТ-ПЕТЕРБУРГ-СОРТ.-МОСКОВСКИЙ;ОКТ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ688809;21.05.2019;22.05.2019;;;30.05.2019
55000368;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ГЛАЗОВ;ГОР;"ООО ""БАЛТСЕРВИС""";КЛИМКИ;СВР;"ОАО ""СУАЛ"" филиал ""Богословский алюминевый завод-СУАЛ""";КЛИМКИ;СВР;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ983285;06.05.2019;16.05.2019;16.05.2019;;12.05.2019
59947325;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ВОЛОКОНОВКА;ЮВС;"ООО ""БАЛТСЕРВИС""";КЛИМКИ;СВР;"ОАО ""СУАЛ"" филиал ""Богословский алюминевый завод-СУАЛ""";ЧЕЛЯБИНСК-ГЛАВНЫЙ;ЮУР;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ568710;18.05.2019;22.05.2019;;;28.05.2019
55000426;94м3;#N/A;#N/A;#N/A;норм;ПРИДОНСКАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";КЛИМКИ;СВР;"ОАО ""СУАЛ"" филиал ""Богословский алюминевый завод-СУАЛ""";КЛИМКИ;СВР;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ086267;08.05.2019;16.05.2019;16.05.2019;;18.05.2019
53260311;94м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";НУЯ;ГОР;"ООО ""КомбиС""";НУЯ;ГОР;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;56;27208983;15.05.2019;21.05.2019;21.05.2019;25.05.2019;27.05.2019
53259560;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;АЧИНСК 1;КРС;"Общество с ограниченной ответственностью "" Хозяин""";СМОРГОНЬ;БЕЛ;"ООО ""Белагротерминал""";БЕКАСОВО-СОРТИРОВОЧНОЕ;МСК;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;55;27209136;14.05.2019;22.05.2019;;28.05.2019;08.06.2019
55001028;94м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ПРИДОНСКАЯ;ЮВС;"ООО ""ЛИСКо БРОЙЛЕР""";КОЧЕТОВКА 1;ЮВС;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;58;27214301;16.05.2019;22.05.2019;;26.05.2019;27.05.2019
59947010;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;БЕЛОЕ ОЗЕРО;КБШ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ПШЕНИЦА;69;26961098;26.03.2019;06.04.2019;06.04.2019;06.04.2019;11.04.2019
59453472;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;;ШИПОВКА;КЛГ;;ШИПОВКА;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;28.04.2019;;29.04.2019;
55000343;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ПОМАРЫ;ГОР;"ООО ""Птицефабрика Акашевская""";КАЙШЯДОРИС;ЛИТ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;57;27233453;21.05.2019;22.05.2019;;30.05.2019;02.06.2019
59946681;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;НЕВЕЛЬ 2;ОКТ;"ООО ""БАЛТСЕРВИС""";БРЯНСК-ВОСТОЧНЫЙ;МСК;Грузо-ль - ТГНЛ 6302 - Станция 20020 - Jan 14 2013;БРЯНСК-ВОСТОЧНЫЙ;МСК;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ516372;17.05.2019;20.05.2019;20.05.2019;24.05.2019;23.05.2019
53258927;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;КРАСНОЯРСК-СЕВЕРНЫЙ;КРС;;КРАСНОЯРСК-СЕВЕРНЫЙ;КРС;;КРАСНОЯРСК-СЕВЕРНЫЙ;КРС;ГЛИНОЗЕМ;67;;;22.05.2019;;24.05.2019;
53260105;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ПРИДОНСКАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";КЛИМКИ;СВР;"ОАО ""СУАЛ"" филиал ""Богословский алюминевый завод-СУАЛ""";КЛИМКИ;СВР;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ086267;08.05.2019;16.05.2019;16.05.2019;;18.05.2019
55000384;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;АЧИНСК 2;КРС;;АЧИНСК 2;КРС;;АЧИНСК 2;КРС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;19.05.2019;;;
53260204;94м3;#N/A;#N/A;#N/A;норм;МИНУСИНСК;КРС;"ООО ""Агро-Альянс-Сибирь""";СМОРГОНЬ;БЕЛ;"ООО ""Белагротерминал""";КИЧЕВО;ГОР;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;56;27198634;13.05.2019;22.05.2019;;;07.06.2019
59947234;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";СЫЛВА;СВР;"АО "" ПРОДО Птицефабрика Пермская""";ШИПОВКА;КЛГ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;54;27236411;22.05.2019;22.05.2019;;04.06.2019;07.06.2019
59453118;94м3;#N/A;#N/A;#N/A;норм;КРАСНОЯРСК-СЕВЕРНЫЙ;КРС;;КРАСНОЯРСК-СЕВЕРНЫЙ;КРС;;КРАСНОЯРСК-СЕВЕРНЫЙ;КРС;ГЛИНОЗЕМ;69;;;22.05.2019;;24.05.2019;
59947119;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;БЕЛОЕ ОЗЕРО;КБШ;"ООО ""БАЛТСЕРВИС""";КОСЯКОВКА;КБШ;"(Служба вагонного хозяйства) Куйбышевская дирекция инфраструктуры-структурное подразделение Центральной дирекции инфраструктуры-филиала открытого акционерного общества ""Российские железные дороги""";КОСЯКОВКА;КБШ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭИ472485;25.04.2019;21.05.2019;25.04.2019;;28.04.2019
59947960;94м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ПОДБЕРЕЗЬЕ;ОКТ;"ОАО  ""Подберезский комбинат хлебопродуктов""";ШУМИЛИНО;БЕЛ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;55;27233360;20.05.2019;22.05.2019;;29.05.2019;29.05.2019
59947713;94м3;#N/A;СТЖ;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЛИПЕЦК;ЮВС;"Сельскохозяйственный перерабатывающий снабженческо-сбытовой потребительский кооператив ""ЭКОПТИЦА""";КЯНА;ЛИТ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;52;27236292;21.05.2019;22.05.2019;;31.05.2019;30.05.2019
59947705;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;54;0М260732;15.05.2019;17.05.2019;16.05.2019;31.05.2019;14.05.2019
55000749;94м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЧЕРНЯХОВСК;КЛГ;;ЧЕРНЯХОВСК;КЛГ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭИ314844;26.04.2019;28.04.2019;27.04.2019;07.06.2019;30.04.2019
59947838;94м3;#N/A;#N/A;#N/A;норм;ДЕМА;КБШ;"ООО ""БАЛТСЕРВИС""";КЛИМКИ;СВР;"ОАО ""СУАЛ"" филиал ""Богословский алюминевый завод-СУАЛ""";НИЖНЯЯ;ЮУР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭЙ652092;20.05.2019;22.05.2019;;;26.05.2019
59946764;94м3;#N/A;#N/A;#N/A;норм;БЕЗЕНЧУК;КБШ;"ЗАО ""Самараагропромпереработка""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ШРОТ, СОДЕРЖАЩИЙ НЕ БОЛЕЕ 1,5% МАСЛА И НЕ БОЛЕЕ 11% ВЛАГИ;53;27186472;09.05.2019;17.05.2019;17.05.2019;22.05.2019;22.05.2019
59452961;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";МИСЯШ;ЮУР;"ООО ""Чебаркульская птица""";ШИПОВКА;КЛГ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;55;27236977;22.05.2019;22.05.2019;;04.06.2019;09.06.2019
59946657;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ВЫСЕЛКИ;СКВ;"АО фирма ""Агрокомплекс"" им.Н.И.Ткачева";ВЫСЕЛКИ;СКВ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;55;27161915;08.05.2019;15.05.2019;15.05.2019;19.05.2019;22.05.2019
53259511;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ТИХОНОВА ПУСТЫНЬ;МСК;"АО "" ПРОДО Птицефабрика Калужская""";ТИХОНОВА ПУСТЫНЬ;МСК;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;57;27225483;17.05.2019;21.05.2019;21.05.2019;23.05.2019;25.05.2019
59948190;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;53;0М260732;15.05.2019;17.05.2019;16.05.2019;31.05.2019;14.05.2019
53260188;94м3;#N/A;#N/A;#N/A;норм;ВАЛУЙКИ;ЮВС;"ООО ""БАЛТСЕРВИС""";КАРБЫШЕВО 1;ЗСБ;"ООО ""ЖИТНИЦА""";КУРГАН;ЮУР;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ520336;18.05.2019;22.05.2019;;;29.05.2019
59453365;94м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ВЕРХНЕТАГИЛЬСКАЯ;СВР;"ООО ""Куратье""";КРАСНОЕ;МСК;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;53;27233180;20.05.2019;22.05.2019;;03.06.2019;06.06.2019
55000707;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;РОСЬ;БЕЛ;;ШИПОВКА;КЛГ;;ШИПОВКА;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;18.05.2019;;23.05.2019;
55000764;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;РЫБИНСК-ТОВАРНЫЙ;СЕВ;"ООО ""БАЛТСЕРВИС""";ТАЛОВАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";ТАЛОВАЯ;ЮВС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ907623;04.05.2019;16.05.2019;10.05.2019;;10.05.2019
59453076;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;АЧИНСК 1;КРС;"Общество с ограниченной ответственностью "" Хозяин""";СМОРГОНЬ;БЕЛ;"ООО ""Белагротерминал""";БЕКАСОВО-СОРТИРОВОЧНОЕ;МСК;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;54;27214874;15.05.2019;22.05.2019;;28.05.2019;08.06.2019
59947432;94м3;#N/A;#N/A;#N/A;норм;СЕРЕБРЯНЫЕ ПРУДЫ;МСК;"ООО ""БАЛТСЕРВИС""";ТАЛОВАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";ТАЛОВАЯ;ЮВС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ823239;02.05.2019;17.05.2019;17.05.2019;;12.05.2019
59946848;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ТОСНО;ОКТ;"ООО ""БАЛТСЕРВИС""";ВОЛКОВСКАЯ;ОКТ;Грузо-ль - ТГНЛ 1047 - Станция 03340 - Dec 18 2015;ВОЛКОВСКАЯ;ОКТ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ339589;17.05.2019;20.05.2019;20.05.2019;20.05.2019;21.05.2019
59946731;94м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ВОЛОКОНОВКА;ЮВС;"ООО ""БАЛТСЕРВИС""";КЛИМКИ;СВР;"ОАО ""СУАЛ"" филиал ""Богословский алюминевый завод-СУАЛ""";ЧЕЛЯБИНСК-ГЛАВНЫЙ;ЮУР;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ568710;18.05.2019;22.05.2019;;;28.05.2019
